authors,title,year,source_title,doi,abstract,cited_by
"Dieleman L.A., Goerres M.S., Arends A., Sprengers D., Torrice C., Hoentjen F., Grenther W.B., Sartor R.B.",Lactobacillus GG prevents recurrence of colitis in HLA-B27 transgenic rats after antibiotic treatment,2003,Gut,10.1136/gut.52.3.370,"Background and aims: Bacteroides vulgatus induces colitis in gnotobiotic HLA- B27 transgenic (TG) rats while broad spectrum antibiotics prevent and treat colitis in specific pathogen free (SPF) TG rats although disease recurs after treatment ends. Lactobacilli treat human pouchitis and experimental colitis. We investigated if Lactobacillus rhamnosus GG (L GG) can prevent colitis in TG rats monoassociated with B vulgatus and if L GG or Lactobacillus plantarum 299v (LP 299v) can treat established colitis in SPF TG rats and prevent recurrent disease after antibiotics were stopped. Methods: Germfree B27 TG rats were monoassociated with B vulgatus for four weeks following two weeks of colonisation with L GG or no bacteria. SPF B27 TG rats received oral vancomycin and imipenem for two weeks, or water alone, followed by four weeks of treatment with oral L GG, LP 299v, or water only. Disease activity was quantified by blinded gross and histological scores, caecal myeloperoxidase (MPO) activity, and levels of interleukin (IL)-1β, tumour necrosis factor (TNF), transforming growth factor β, and IL-10. Results: L GG did not prevent colitis in B vulgatus co-associated TG rats or treat established disease in SPF rats. However, L GG but not LP 299v prevented colitis relapse in antibiotic treated rats with reduced gross and histological scores, caecal MPO, IL-1β, and TNF whereas caecal IL-10 was increased. Conclusions: L GG does not prevent colitis in gnotobiotic TG rats or treat established disease in SPF rats, but is superior to LP 299v in the prevention of recurrent colitis. These studies suggest that antibiotics and probiotic agents provide synergistic therapeutic effects, perhaps mediated by altered immunomodulation with selective activity of different lactobacillus species.",179.0
"Duncan S.H., Scott K.P., Ramsay A.G., Harmsen H.J.M., Welling G.W., Stewart C.S., Flint H.J.",Effects of alternative dietary substrates on competition between human colonic bacteria in an anaerobic fermentor system,2003,Applied and Environmental Microbiology,10.1128/AEM.69.2.1136-1142.2003,"Duplicate anaerobic fermentor systems were used to examine changes in a community of human fecal bacteria supplied with different carbohydrate energy sources. A panel of group-specific fluorescent in situ hybridization probes targeting 16S rRNA sequences revealed that the fermentors supported growth of a greater proportion of Bacteroides and a lower proportion of gram-positive anaerobes related to Faecalibacterium prausnitzii, Ruminococcus flavefaciens-Ruminococcus bromii, Eubacterium rectale-Clostridium coccoides, and Eubacterium cylindroides than the proportions in the starting fecal inoculum. Nevertheless, certain substrates, such as dahlia inulin, caused a pronounced increase in the number of bacteria related to R. flavefaciens-R. bromii and E. cylindroides. The ability of three strictly anaerobic, gram-positive bacteria to compete with the complete human fecal flora was tested in the same experiment by using selective plating to enumerate the introduced strains. The Roseburia-related strain A2-183F was able to grow on all substrates despite the fact that it was unable to utilize complex carbohydrates in pure culture, and it was assumed that this organism survived by cross-feeding. In contrast, Roseburia intestinalis L1-82R and Eubacterium sp. strain A2-194R survived less well despite the fact that they were able to utilize polysaccharides in pure culture, except that A2-194R was stimulated 100-fold by inulin. These results suggest that many low-G+C-content gram-positive obligate anaerobes may be selected against during in vitro incubation, although several groups were stimulated by inulin. Thus, considerable caution is necessary when workers attempt to predict the in vivo effects of probiotics and prebiotics from their effects in vitro.",145.0
"Ishikawa H., Akedo I., Otani T., Umesaki Y., Tanaka R., Imaoka A.",Randomized Controlled Trial of the Effect of Bifidobacteria-Fermented Milk on Ulcerative Colitis,2003,Journal of the American College of Nutrition,10.1080/07315724.2003.10719276,"Background: Alterations of intestinal flora, such as reduction in the concentration of bifidobacteria and increase in that of Bacteroides species, are apparently associated with the severity of ulcerative colitis. Objective: We conducted a randomised clinical trial of the use of a bifidobacteria-fermented milk (BFM) supplement as a dietary adjunct in the treatment of ulcerative colitis. Methods: The subjects were randomly divided into two groups: a group with BFM supplementation (BFM group, 11 subjects) and a control group (control group, 10 subjects). The BFM group was given 100 mL/day of BFM for one year. Colonoscopies, general blood markers and examinations of intestinal flora including the analysis of fecal organic acids were performed at the commencement of the study and after one year. Results: Exacerbation of symptoms was seen in 3 out of 11 subjects in the BFM group and in 9 out of 10 in the control group. Log rank statistic analysis of the cumulative exacerbation rates showed a significant reduction in exacerbations for the BFM group (p = 0.0184). The analysis of microflora and the organic acids in the feces showed a significant reduction in the relative proportion of B. vulgatus in Bacteroidaceae and butyrate concentration, respectively, after supplementation with BFM, in comparison with before. Conclusion: Supplementation with the BFM product was successful in maintaining remission and had possible preventive effects on the relapse of ulcerative colitis. © American 2003 College of Nutrition.",307.0
"Blake D.P., Hillman K., Fenlon D.R.",The use of a model ileum to investigate the effects of novel and existing antimicrobials on indigenous porcine gastrointestinal microflora: Using vancomycin as an example,2003,Animal Feed Science and Technology,10.1016/S0377-8401(02)00286-9,"The modification of an existing in vitro model of the porcine ileum is described, together with its initial validation in terms of specific bacterial content, resistance to transient pathogen colonisation and test antimicrobial exposure. With the primary aim of producing a standardised test system requiring a low animal cost, a single-stage continuous culture fermenter inoculated with porcine faecal material was shown to be capable of establishing and maintaining a microflora comparable to that of the porcine ileum. Such comparison was based upon total aerobic and anaerobic bacterial population magnitude, total Bacteroides, Bifidobacterium and Enterococcus spp., Escherichia coli and lactic acid bacteria numbers and E. coli strain complexity. The robustness of the model was demonstrated through resistance to transient pathogen (Salmonella poona) exposure. Test glycopeptide exposure (vancomycin) served both to verify the simulated microflora response as comparable with that reported elsewhere in vivo and to demonstrate the model's value in the assessment of dietary antimicrobial activity. The trends observed under antibiotic exposure illustrate the influence of vancomycin treatment on the enteric commensal microflora, inhibiting potentially probiotic bacteria that may be vital to the competitive exclusion of the gut and favouring the selection of opportunistic pathogens. Despite the limitations of such a model system, the in vitro porcine ileum produced highly repeatable data at a low cost, with complete control and containment. Given a comparable seeding inoculum the model proved capable of yielding data reproducible over time, describing the test antibiotics influence on the ileal microflora in a form suitable for comparison elsewhere. © 2002 Elsevier Science B.V. All rights reserved.",16.0
"Freitas M., Tavan E., Cayuela C., Diop L., Catherine S., Trugnan G.",Host-pathogens cross-talk. Indigenous bacteria and probiotics also play the game,2003,Biology of the Cell,10.1016/j.biolcel.2003.08.004,"Microflora-born bacteria or probiotic strains are able to modulate host-pathogens interactions in the gut. In vivo and in vitro studies indicate that species-specific modulations of intestinal cell glycosylation may represent a simple, general and efficient mechanism to adapt the host defense toward pathogens. © 2003 Published by Éditions scientifiques et médicales Elsevier SAS.",75.0
"Costalos C., Skouteri V., Gounaris A., Sevastiadou S., Triandafilidou A., Ekonomidou C., Kontaxaki F., Petrochilou V.",Enteral feeding of premature infants with Saccharomyces boulardii,2003,Early Human Development,10.1016/S0378-3782(03)00090-2,"Background: Saccharomyces boulardii (SB) is a yeast that acts both as a probiotic and as a polyamine producer. Probiotics prevent the overgrowth of pathogens in the gut while polyamines enhance intestinal maturation. The aim of this randomized study was to investigate the ability of SB to modify the gut microbial ecology and its function. Methods: A total of 87 healthy babies with gestational age 28-32 weeks were studied. They were randomly assigned to receive a preterm formula to which SB or maltodextrins was added for 30 days. Evaluations were made on the following: SB tolerance and weight gain, faecal flora analysis, intestinal D-xylose absorption and faecal lipid excretion. Results: SB was well tolerated by the infants. There was no difference in weight gain between the two groups. Median log of colony forming units per gram of faeces for Escherichia coli and enterococci was significantly lower in the SB group [E. coli: 2.67 (0.045) vs. 2.75 (0.058), P<0.001; enterococci: 2.14 (0.359) vs. 2.19 (0.138), P<0.05]. On the other hand, the number of bifidobacteria and staphylococci in the stools was significantly higher in the SB group [bifidobacteria: 2.65 (0.083) vs. 2.27 (0.075), P<0.001; staphylococci: 1.23 (0.869) vs. 0.6 (0.281), P<0.001]. D-Xylose and lipid absorption was not improved by SB [median blood D-xylose: 1.5 (0.4) mmol/l vs. 1.35 (0.3) mmol/l, P>0.1; median stool steatocrit: 64% (3.05%) vs. 65% (2.72%) P>0.5]. Conclusions: An SB-supplemented formula is well tolerated by preterm infants, it has a beneficial effect on stool flora bringing it closer to that of breast fed babies but it does not improve D-xylose or lipid gut absorption. © 2003 Published by Elsevier Ireland Ltd.",140.0
"Parker P., Jones G., Smith S.",Mixed cultures of food-grade probiotic bacteria and enteric bacteria demonstrate both synergism and inhibition of menaquinone production,2003,Journal of Food Science,10.1111/j.1365-2621.2003.tb05767.x,"The interaction between probiotic (Enterococcus spp., Lactobacillus spp., and Lactococcus spp.) and enteric (Bacteroides spp., Escherichia coli, and Salmonella spp.) bacteria with respect to menaquinone production was examined. Menaquinones were measured in cell pellets by high-pressure liquid chromatography and the main homologues produced were MK7-11. The growth of both Bacteroides and E. coli cultured with the 3 probiotics was significantly inhibited with concomitant reduction in menaquinone production. The vitamin K status of humans could be affected by consumption of probiotic dairy foods via the contribution made by gut microflora.",3.0
"Shiba T., Aiba Y., Ishikawa H., Ushiyama A., Takagi A., Mine T., Koga Y.","The suppressive effect of bifidobacteria on Bacteroides vulgatus, a putative pathogenic microbe in inflammatory bowel disease",2003,Microbiology and Immunology,10.1111/j.1348-0421.2003.tb03368.x,"Bacteroides, a predominant commensal bacteria in the gut, are thought to be responsible for the development of inflammatory bowel disease (IBD). In the present study, we examined whether or not bifidobacteria suppress B. vulgatus, a representative pathogenic Bacteroides species, in both the coculture system and the gnotobiotic murine model. As a result, Bifidobacterium infantis 1222 highly inhibited the growth of B. vulgatus in the coculture and also significantly suppressed the systemic antibody response raised by B. vulgatus colonizing the gut in gnotobiotic mice. Colonization of the mice by B. vulgatus increased the number of Peyer's patch (PP) cells bearing PNA (peanut agglutinin)+/anti-κ+ phenotype, which represents plasma cell-like B cells. Moreover, treatment of those B. vulgatus-implanted mice with B. infantis 1222 abrogated such increase in the number of PNA+/anti-κ+ cells. These results thus suggested that B. infantis 1222 protected the gut epithelial layer including the PP from being invaded by Bacteroides, thereby suppressing the systemic antibody response raised by Bacteroides.",77.0
"Mitsuyama K., Toyonaga A., Sata M.",Intestinal microflora as a therapeutic target in inflammatory bowel disease,2002,Journal of Gastroenterology,10.1007/bf03326418,"Although the causes of inflammatory bowel disease (IBD) remain incompletely understood, increasing evidence implicates intestinal microflora in the pathogenesis of these disorders. Alteration of intestinal flora therefore may offer a plausible therapeutic approach. Although recent data support a potential therapeutic role for probiotics and prebiotics in patients with IBD, such treatments need to be further assessed by large, double-blind controlled trials. A better understanding of the intestinal microflora and the mechanisms of their action may help us to develop more effective treatment for IBD.",32.0
"Collins J.K., Dunne C., Murphy L., Morrissey D., O'Mahony L., O'Sullivan E., Fitzgerald G., Kiely B., O'Sullivan G.C., Daly C., Marteau P., Shanahan F.","A randomised controlled trial of a probiotic Lactobacillus strain in healthy adults: Assessment of its delivery, transit and influence on microbial flora and enteric immunity",2002,Microbial Ecology in Health and Disease,10.1080/08910600260081720,"In several intestinal disease states, altered microflora, impaired gut barrier and/or intestinal inflammation offer a rationale for the effective therapeutic use of probiotic microorganisms. However, for most candidate probiotic organisms there is a lack of evidence detailing their characterisation and effects on host flora and immunity. We have previously reported the isolation and characterisation, from surgically resected segments of the human gastrointestinal tract (GIT), of potential probiotic lactic acid bacteria (LAB). We have also described subsequent animal experiments that evaluated the establishment, persistence and localisation of specific probiotic Lactobacillus strains within the murine intestinal tract, in addition to their ability to influence the development of murine inflammatory disorders. In these studies, transit and survival of Lactobacillus salivarius UCC118 at the ileum was demonstrated using enteral tube sampling of six healthy volunteers following consumption of a single dose (150 ml) of fermented milk-borne probiotic (108 colony forming units per ml (CFU/ml)). Subsequently, we performed a randomised controlled trial of 80 volunteers fed strain UCC118 (108 CFU/day for 21 d), using two oral delivery vehicles (fresh milk, n = 20 vs. fermented milk, n = 20; controls, n = 20 for each). Throughout this feeding period, and for up to 100 days following cessation of feeding, the numbers of total culturable lactobacilli and of the administered Lactobacillus UCC118 present in faeces were monitored. Five subjects (5/40; fresh milk, four; fermented milk, one) were still excreting the probiotic lactobacilli 21 days post-cessation of feeding, while one subject (fermented milk) was still colonised up to 100 days after feeding. Consumption of fermented milk-borne UCC118 cells resulted in significantly increased levels of faecal-borne enterococci and lactobacilli. Numbers of bifidobacteria, coliforms and bacteroides were not significantly altered. In addition, changes in salivary IgA levels against UCC118 cells and increased granulocyte phagocytic activity were observed following consumption of the fermented milk-borne probiotic. In summary, Lactobacillus UCC118 was found to effectively transit (and persist within) the human intestinal tract, to modify the faecal flora and to engage the immune system.",44.0
"Sudo N., Yu X.-N., Aiba Y., Oyama N., Sonoda J., Koga Y., Kubo C.",An oral introduction of intestinal bacteria prevents the development of a long-term Th2-skewed immunological memory induced by neonatal antibiotic treatment in mice,2002,Clinical and Experimental Allergy,10.1046/j.1365-2222.2002.01430.x,"Background: Recent epidemiological studies indicate that antibiotic use in infancy may be associated with an increased risk of developing atopy. Our previous work on animals demonstrated that kanamycin use during infancy promotes a shift in the Thl/Th2 balance towards a Th2-dominant immunity. Objective: The first purpose of this study is to clarify whether or not the supplementation of intestinal bacteria can reverse such a Th2-skewed response induced by neonatal antibiotic use. The second objective is to elucidate the contribution of genetic factors to antibiotic-induced immunedeviation. Methods: BALB/c or C57BL/6 mice at 3 weeks of age were orally administered 600 μg/day of kanamycin sulphate for seven consecutive days. Thereafter, the mice were inoculated with one type of intestinal bacterial species: Enterococcus faecalis, Lactobacillus acidophilus or Bacteroides vulgatus. Blood samples were collected 10 weeks after the cessation of kanamycin treatment, and the effect of the kanamycin treatment on Thl/Th2 balance was evaluated based on in vivo antibody levels. Results: A kanamycin-induced elevation of the serum IgE levels was reversed by the supplementation with Enterococcus faecalis, and to a lesser extent by that with Lactobacillus acidophilus. The IgE/IgG2a ratio in the mice supplemented with Enterococcus faecalis significantly decreased in comparison with that in the kanamycin-treated mice without any bacterial supplementation, while such a ratio was enhanced in the mice inoculated with Bacteroides vulgatus. No antibiotic-induced Th2-skewed response was seen in C57BL/6 mice that are genetically biased towards Thl-dominant immunity. Conclusion: These results suggest that adequate probiotic intervention after antibiotic treatment may improve the intestinal ecosystem, and thereby prevent the Th2-shifted immunity induced by neonatal antibiotic use. In addition, the difference of genetic backgrounds also contributes to such an antibiotic-induced Th2-skewed response.",89.0
"Kirjavainen P.V., Arvola T., Salminen S.J., Isolauri E.",Aberrant composition of gut microbiota of allergic infants: A target of bifidobacterial therapy at weaning?,2002,Gut,10.1136/gut.51.1.51,"Background: Recent data have outlined a relationship between the composition of the intestinal microflora and allergic inflammation, and demonstrated the competence of probiotics in downregulation of such inflammation. Aims: Our aims were to characterise the relationship between gut microbes and the extent of allergic sensitisation and to assess whether the efficacy of bifidobacterial supplementation in the treatment of allergy could relate to modulation of the intestinal microbiota. Methods: This randomised study included 21 infants with early onset atopic eczema of whom eight were intolerant (highly sensitised group (HSG)) and 13 tolerant (sensitised group (SG)) to extensively hydrolysed whey formula (EHF). In the SG, six were weaned to EHF without (placebo group (PG)) and seven to EHF with Bifidobacterium lactis Bb-12 supplementation (bifidobacteria treated group (BbG)). The faecal microflora of infants in the HSG was analysed only before weaning whereas in the SG the faecal microflora was analysed both before and after weaning. Results: Infants in the HSG had greater numbers of lactobacilli/enterococci than those in the SG. Serum total IgE concentration correlated directly with Escherichia coli counts in all infants and with bacteroides counts in the HSG, indicating that the presence of these bacteria is associated with the extent of atopic sensitisation. The effect of supplementation was characterised as a decrease in the numbers of Escherichia coli and protection against an increase in bacteroides numbers during weaning. Conclusions: These data indicate that bifidobacterial supplementation appears to modify the gut microbiota in a manner that may alleviate allergic inflammation. Further studies are needed to confirm this conclusion.",249.0
"Crittenden R., Karppinen S., Ojanen S., Tenkanen M., Fagerstrm R., Mtt J., Saarela M., Mattila-Sandholm T., Poutanen K.",In vitro fermentation of cereal dietary fibre carbohydrates by probiotic and intestinal bacteria,2002,Journal of the Science of Food and Agriculture,10.1002/jsfa.1095,"A range of probiotic and other intestinal bacteria were examined for their ability to ferment the dietary fibre carbohydrates β-glucan, xylan, xylo-oligosaccharides (XOS) and arabinoxylan. β-Glucan was fermented by Bacteroides spp and Clostridium beijerinckii but was not fermented by lactobacilli, bifidobacteria, enterococci or Escherichia coli. Unsubstituted xylan was not fermented by any of the probiotic bacteria examined. However, many Bifidobacterium species and Lactobacillus brevis were able to grow to high yields using XOS. XOS were also efficiently fermented by some Bacteroides isolates but not by E coli, enterococci, Clostridium difficile, Clostridium perfringens or by the majority of intestinal Lactobacillus species examined. Bifidobacterium longum strains were able to grow well using arabinoxylan as the sole carbon source. These organisms hydrolysed and fermented the arabinosyl residues from arabinoxylan but did not substantially utilise the xylan backbone of the polysaccharide. Arabinoxylan was not fermented by lactobacilli, enterococci, E coli, C perfringens or C difficile and has potential to be an applicable carbohydrate to complement probiotic Bif longum strains in synbiotic combinations. © 2002 Society of Chemical Industry.",261.0
"Matsumoto M., Tani H., Ono H., Ohishi H., Benno Y.",Adhesive property of Bifidobacterium lactis LKM512 and predominant bacteria of intestinal microflora to human intestinal mucin,2002,Current Microbiology,10.1007/s00284-001-0087-4,"The adhesive property to the intestinal mucin of Bifidobacterium lactis LKM512, B. longum, B. breve, B. bifidum, B. adolescentis, B. infantis, Bacteroides vulgatus, Bacteroides distasonis, Eubacterium aerofaciens, Clostridium perfringens, Escherichia coli, and Lactobacillus acidophilus were examined. Adhesive rate of LKM512 to the mucin was significantly (p &lt; 0.05, 0.01, or 0.001) stronger than the other strains from 2 to 100 time. Though the adhesive property of many strains was almost same to the mucin of 20-year-old and 50-year-old generations, in case of 4-month-old was different. Adhesive inhibitory effect of C. perfringens to the mucin by LKM512 was examined. Under the condition that LKM512 was 108/ml and that C. perfringens was 106/ml, adhesion of C. perfringens to the mucin was inhibited at 99.6%, when LKM512 adhered in advance. There was the strong inhibition of adhesion at 74.0%, when C. perfringens adhered to mucin in advance. Thus, LKM512 can inhibit the adhesion of harmful bacteria to the intestinal mucin, the possibility of using as a probiotic strain has to be verified.",51.0
"Harmsen H.J.M., Raangs G.C., Franks A.H., Wildeboer-Veloo A.C.M., Welling G.W.",The effect of the prebiotic inulin and the probiotic Bifidobacterium longum on the fecal microflora of healthy volunteers measured by FISH and DGGE,2002,Microbial Ecology in Health and Disease,10.1080/08910600310002091,"The effect of pre- and probiotics on the human intestinal microflora was investigated by fluorescent in situ hybridization (FISH) with specific 16S rRNA-targeted oligonucleotide probes, and by denaturing gradient gel electrophoresis (DGGE) of specifically PCR-amplified 16S rRNA genes. The prebiotic inulin was orally administered in the form of Raftiline® HP (Orafti, Belgium). Daily doses of 9 g were taken for 14 days by 10 healthy adult volunteers. The probiotic Bifidobacterium longum, encapsulated in gelatin/pectin capsules, was orally administered in the form of Bifina® (Morishita Jintan, Japan). Nine capsules were taken each day for 14 days by 14 healthy adult volunteers. For the prebiotic study, FISH probes were used to enumerate all bacteria, bifidobacteria, the Eubacterium rectale-Clostridium coccoides group (Erec group), Bacteroides, and eubacteria of the low G + C group. No significant changes were found in the total population of bacteria, the Bacteroides nor in the low G + C group during the study. The population of bifidobacteria increased significantly, while there was a significant decrease in numbers of the Erec group. The FISH analysis of the probiotic study focused on the enumeration of bifidobacteria only, which did not increase significantly during the study. Samples collected in both studies were analyzed by Bifidobacterium-specific PCR and DGGE. The results showed that a stable bifidobacterial population was present throughout each study. Using both FISH and DGGE, we have shown that for modulation of the bifidobacterial populations in the gut, prebiotics are better candidates than probiotics, since inulin increased bifidobacterial numbers without changing the species composition, whilst the probiotic had almost no effect.",63.0
"Hopkins M.J., Macfarlane G.T.",Changes in predominant bacterial populations in human faeces with age and with Clostridium difficile infection,2002,Journal of Medical Microbiology,10.1099/0022-1317-51-5-448,"The bacterial composition of human faeces can vary greatly with factors such as age and disease, although relatively few studies have monitored these events, particularly at species level. In this investigation, bacteria were isolated from faecal samples from healthy young adults and elderly subjects, and elderly patients with Clostridium difficile-associated diarrhoea (CDAD). The organisms were identified to species level on the basis of their cellular fatty acid profiles with the MIDI system. In some groups of bacteria, species diversity was found to change with age despite the overall numbers of organisms being similar at genus level. Bacteroides thetaiotaomicron, B. ovatus and Prevotella tannerae were common gram-negative anaerobes isolated from young adults. Bacteroides species diversity increased in the faeces of healthy elderly people. Bifidobacterial species diversity decreased with age, with Bifidobacterium adolescentis and Bif. angulatum being the most common isolates. CDAD patients were characterised by greater diversity of facultative species, lactobacilli and clostridia, but greatly reduced numbers of bacteroides, prevotella and bifidobacteria. Such bacterial population changes in the normal microbiota could result in metabolic conditions favourable for the establishment of pathogenic micro-organisms, such as clostridia, and would have considerable effects on the biochemical capacity of the large intestine as a whole. Alterations in the community structure of bifidobacteria and lactobacilli have relevance for dietary and therapeutic interventions such as the use of pre- or probiotics that aim to modify the composition or metabolic activities of the intestinal microflora in a beneficial way, particularly in elderly people or individuals at risk of CDAD.",338.0
"Brigidi P., Swennen E., Rizzello F., Bozzolasco M., Matteuzzi D.",Effects of rifaximin administration on the intestinal microbiota in patients with ulcerative colitis,2002,Journal of Chemotherapy,10.1179/joc.2002.14.3.290,"The effect of rifaximin on the intestinal bacterial population was studied in a clinical trial. Twelve patients with ulcerative colitis were administered rifaximin 1800 mg/day in 3 treatment periods of 10 days, each followed by 25 days of wash-out. Fecal samples were collected at the beginning and at the end of each treatment period to perform microbiological examinations. Titer variations of enterococci, coliforms, lactobacilli, bifidobacteria, Bacteroides spp., and Clostridium perfringens as well as their susceptibility to rifaximin during the different phases of the study were evaluated. The presence of Candida spp. was also monitored. After each wash-out period, concentrations of the intestinal microbial groups tested returned to initial values, showing that the administration of high doses of rifaximin does not significantly modify the colonic microbiota. Rifaximin-resistant isolates were also found, particularly in bacteria belonging to Bifidobacterium genus, included as probiotics in several fermented foods and in pharmaceutical preparations.",79.0
"Kirjavainen P.V., Apostolou E., Arvola T., Salminen S.J., Gibson G.R., Isolauri E.",Characterizing the composition of intestinal microflora as a prospective treatment target in infant allergic disease,2001,FEMS Immunology and Medical Microbiology,10.1016/S0928-8244(01)00272-3,"We assessed the fecal microflora of 10 healthy infants and 27 infants with atopic eczema during breast-feeding and after weaning. The atopic infants had less frequently Gram-positive species among the most predominant aerobes and smaller total cell counts. Further differences were associated with more extensive manifestations, seen as higher bacteroides and lower bifidobacteria counts. Weaning resulted in decreased bacteroides counts in atopic and total cell counts in healthy infants and diminished predominance by bifidobacteria in both. In conclusion, the most prominent question raised by these data is whether Gram-positive bacteria may have distinctive importance in protection against atopic sensitization. Further studies aiming to answer this question are warranted. © 2001 Federation of European Microbiological Societies. Published by Elsevier Science B.V. All rights reserved.",144.0
"Mullie C., Romond M.-B., Yazourh A., Behra-Miellet J., Bezirtzoglou E., Romond C.",Modulation of bacterial translocation in mice mediated through viable Bifidobacterium breve or cell-free whey intake,2001,Microbial Ecology in Health and Disease,10.1080/089106001750462713,"The intake of high doses of viable bacteria called probiotics is a common alternative in the prevention or reduction of gastrointestinal disorders. However, the safety of probiotics has so far not been thoroughly ascertained. For this purpose, gut colonization, translocation and bacterial contamination of Peyer's patches, heart blood, lungs, liver, kidneys and spleen were assessed in C3H conventional mice 2, 4 and 6 h post-intake of either water, Bifidobacterium breve C50 cells or cell-free whey. An analysis of variance (ANOVA) was performed by MANOVA and ANCOVA. Bifidobacterium breve C50 cells were never found in the intestine or in the internal organs. Lactobacilli numbers were increased in the caecum and colon, while Bacteroides fragilis group counts showed a decrease in the colon. A similar modification to caecal and colonic floras was demonstrated following cell-free whey intake, except in the case of the colonic Lactobacilli where no increase was observed. Translocation commonly occured in all mouse groups. The most common bacteria contaminating Peyer's patches were lactobacilli. It is likely that they were of median and distal ileal origin (p = 0.0001). ANOVA also suggested that lactobacilli from the distal ileum translocated to the liver (p = 0.0001) and from the liver to the lungs (p = 0.0027), according to the product the animals ingested. In conclusion, B. breve C50 cells that are unable to colonize the gut did not significantly increase the translocation of the indigenous ileal flora. However, their intake modified the flora in the lower part of the digestive tract to a greater extent than the cell-free whey.",2.0
"O'Mahony L., Feeney M., O'Halloran S., Murphy L., Kiely B., Fitzgibbon J., Lee G., O'Sullivan G., Shanahan F., Collins J.K.","Probiotic impact on microbial flora, inflammation and tumour development in IL-10 knockout mice",2001,Alimentary Pharmacology and Therapeutics,10.1046/j.1365-2036.2001.01027.x,"Background: The enteric bacterial flora has been implicated in the pathogenesis of enterocolitis and colon cancer in C57BL/6 IL-10 knockout mice. Probiotic Lactobacilli modify the enteric flora and are thought to have a beneficial effect on enterocolitis. We conducted a controlled feeding trial in IL-10 knockout mice using the probiotic Lactobacillus salivarius ssp. salivarius UCC118. Aim: To determine the effect of probiotic consumption on the gastrointestinal microflora, tumour development and colitis in IL-10 knockout mice. Methods: Twenty IL-10 knockout mice were studied (10 consumed probiotic organisms in milk and 10 consumed unmodified milk) for 16 weeks. Faecal microbial analysis was performed weekly to enumerate excretion of the probiotic UCC118, total lactobacilli, Clostridium perfringens, bacteroides, coliforms, bifidobacteria and enterococci. At sacrifice, the small and large bowel were microbiologically and histologically assessed. Results: L. salivarius UCC118 was detected in faeces from all mice in the probiotic fed group, but not the control group. Faecal coliform and enterococci levels were significantly reduced in probiotic fed animals compared to the controls (P < 0.05). At sacrifice, a significant reduction in C. perfringens numbers was observed in the test mice (P < 0.05). There were no fatalities in the test group compared to two deaths from fulminant colitis in the control group. Only one test mouse developed colonic adenocarcinoma compared to five in the control group. Test animal mucosal inflammation consistently scored lower than that of the control mice. Conclusion: In this placebo controlled trial, modification of enteric flora in IL-10 knockout mice by probiotic lactobacilli was associated with reduced prevalence of colon cancer and mucosal inflammatory activity.",240.0
"Rycroft C.E., Jones M.R., Gibson G.R., Rastall R.A.",Fermentation properties of gentio-oligosaccharides,2001,Letters in Applied Microbiology,10.1046/j.1472-765X.2001.00875.x,"Aims: To investigate the fermentation properties of gentio-oligosaccharides (GOS), as compared to fructo-oligosaccharides (FOS) and maltodextrin in mixed faecal culture. Methods and Results: The substrates were incubated in 24 h batch culture fermentations of human faecal bacteria. Fluorescent in situ hybridization was used to determine changes in populations of bifidobacteria, lactobacilli, clostridia, bacteroides, streptococci and Escherichia coli. Gas and short-chain fatty acid (SCFA) production was also measured. GOS gave the largest significant increases in bifidobacteria, lactobacilli and total bacterial numbers during the incubations. However, FOS appeared to be a more selective prebiotic as it did not significantly stimulate growth of bacterial groups which were not probiotic in nature. GOS and maltodextrin produced the highest levels of SCFA. Lowest gas production was seen with GOS and highest with FOS. Conclusions: GOS possessed bifidogenic activity in vitro. Although fermentation of GOS was not as selective as FOS, gas production was lower. Gas production is often seen as an undesirable side effect of prebiotic consumption. Significance and Impact of the Study: The study has provided the first data on fermentation of GOS in mixed faecal culture. The study has also used molecular microbiology methods (FISH) to quantify bacterial groups. The data extend our knowledge of the selectivity of fermentation of oligosaccharides by the gut microflora.",75.0
"Wang M.E.I., Adawi D., Molin G., Pettersson B., Jeppsson B., Ahrné S.I.V.",Identification of the translocating bacteria in rats with acute liver injury and their relation to the bacterial flora of the intestinal mucosa,2001,APMIS,10.1111/j.1600-0463.2001.907810.x,"The bacterial flora of the intestine and the bacteria found in liver, mesenteric lymph nodes, portal and arterial blood after D-galactosamine-induced liver injury, with and without pretreatment with Lactobacillus plantarum DSM 9843, were studied in the rat. Dominating representatives were identified to species level by 16S rDNA sequencing and typed by randomly amplified polymorphic DNA (RAPD) and by restriction endonuclease analysis (REA) for strain definition. It was proven that bacterial strains from the intestine occur at extraintestinal sites after liver injury. Lactobacillus spp. dominated the intestinal flora and were also the most frequently found genus in the liver and the mesenteric lymph nodes. Some of the blood isolates, identified as Staphylococcus aureus, Proteus vulgaris and Bacteroides merdae, were not found as a dominating part of the mucosal flora. Treatment with L. plantarum before liver injury decreased translocation and made the intestinal flora increasingly dominated by lactobacilli.",12.0
